hs_code,name,category,tariff_rate,vat,parent_directory_code,parent_directory_name,section_code,section_name
0302.72,-- سمك السلور (من نوع بانجاسييس، من نوع سيلوروس، من نوع كلارياس، من نوع إيكتالوروس),-- سمك السلور (من نوع بانجاسييس، من نوع سيلوروس، من نوع كلارياس، من نوع إيكتالوروس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.73,-- سمك الشبوط ( من نوع سيبرينوس ، من نوع كاراسييس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو ، اوستوشيلوس هاسلتي، ليبتوباربوس هوفيني ومن نوع ميغالوبراما),-- سمك الشبوط ( من نوع سيبرينوس ، من نوع كاراسييس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو ، اوستوشيلوس هاسلتي، ليبتوباربوس هوفيني ومن نوع ميغالوبراما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.74,-- سمك الأنقليس (من نوع أنغويللا),-- سمك الأنقليس (من نوع أنغويللا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.79,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.81,-- كلاب البحر وغيرها من أسماك القرش,-- كلاب البحر وغيرها من أسماك القرش,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.82,"-- سمك الراي ""شفنين"" (راجيداي)","-- سمك الراي ""شفنين"" (راجيداي)",5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.83,-- سمك ابو سن Toothfish (من نوع ديسوستيكوس),-- سمك ابو سن Toothfish (من نوع ديسوستيكوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.84,-- سمك القاروس (من نوع ديسينترارتشوس),-- سمك القاروس (من نوع ديسينترارتشوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.85,-- سمك الدنيس (سباريداي),-- سمك الدنيس (سباريداي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.89,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.91,-- اكباد، بيض وغدد تذكير,-- اكباد، بيض وغدد تذكير,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.92,-- زعانف قرش,-- زعانف قرش,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0302.99,--غيرها,--غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.11,-- سمك السلمون الأحمر (أونكورينكوس نركا),-- سمك السلمون الأحمر (أونكورينكوس نركا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.12,-- غيرها من أسماك سلمون المحيط الهادي (أونكورينكوس غوربوشا، أونكورينكوس كيتا، أونكورينكوس تشاويتشا، أونكورينكوس كيسوتش، أونكورينكوس ماسو وأونكورينكوس رودوروس),-- غيرها من أسماك سلمون المحيط الهادي (أونكورينكوس غوربوشا، أونكورينكوس كيتا، أونكورينكوس تشاويتشا، أونكورينكوس كيسوتش، أونكورينكوس ماسو وأونكورينكوس رودوروس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.13,-- سمك سلمون المحيط الأطلنطي (سالموسالار) وسمك سلمون الدانوب (هوكو هوكو),-- سمك سلمون المحيط الأطلنطي (سالموسالار) وسمك سلمون الدانوب (هوكو هوكو),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.14,-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي، أونكورينكوس أغوابونيتا، أونكورينكوس جيلاي، أونكورينكوس أباش وأونكورينكوس كريزوغاستر),-- سمك الترويت (سالمو تروتا، أونكورينكوس ميكيس، أونكورينكوس كلاركي، أونكورينكوس أغوابونيتا، أونكورينكوس جيلاي، أونكورينكوس أباش وأونكورينكوس كريزوغاستر),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.19,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.23,-- سمك البلطي (من نوع أوريوكرومس),-- سمك البلطي (من نوع أوريوكرومس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.24,-- سمك السلور (من نوع بانجاسييس، من نوع سيلوروس، من نوع كلارياس، من نوع إيكتالوروس),-- سمك السلور (من نوع بانجاسييس، من نوع سيلوروس، من نوع كلارياس، من نوع إيكتالوروس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.25,-- سمك الشبوط ( من نوع سيبرينوس ، من نوع كاراسييس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو ، اوستوشيلوس هاسلتي، ليبتوباربوس هوفيني ومن نوع ميغالوبراما),-- سمك الشبوط ( من نوع سيبرينوس ، من نوع كاراسييس ، ستينوفارينجودون اديلوس، من نوع هيبو فثال ميكثيس، من نوع سيرينوس، ميلوفارينجودون بيسوس، كاتلا كاتلا، من نوع لابيو ، اوستوشيلوس هاسلتي، ليبتوباربوس هوفيني ومن نوع ميغالوبراما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.26,-- سمك الأنقليس (من نوع أنغويللا),-- سمك الأنقليس (من نوع أنغويللا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.29,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.31,-- سمك القفندر(رينهاردتيوس هيبوغلوسويدس وهيبوغلوسس هيبوغلوسس وهيبوغلوسس ستينوليبيس),-- سمك القفندر(رينهاردتيوس هيبوغلوسويدس وهيبوغلوسس هيبوغلوسس وهيبوغلوسس ستينوليبيس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.32,-- سمك هوشع (بلورونكتس بلاتيسا),-- سمك هوشع (بلورونكتس بلاتيسا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.33,-- سمك موسى (من نوع سوليا),-- سمك موسى (من نوع سوليا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.34,-- سمك الترس (بسيتا ماكسيما),-- سمك الترس (بسيتا ماكسيما),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.39,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.41,-- سمك تونة بيضاء (ثونوس ألالونغا),-- سمك تونة بيضاء (ثونوس ألالونغا),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.42,-- تونة ذات زعانف صفراء (ثونوس ألباكارس),-- تونة ذات زعانف صفراء (ثونوس ألباكارس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.43,-- سمك بونيت مخطط البطن,-- سمك بونيت مخطط البطن,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.44,-- سمك تونة بدين (تونوس أوبيزوس),-- سمك تونة بدين (تونوس أوبيزوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.45,-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),-- سمك تونه أحمر من المحيط الأطلنطي والمحيط الهادي (ثونوس ثينوس، ثونوس أورينتاليس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.46,-- سمك تونة أحمر من الجنوب (تونوس ماكويي),-- سمك تونة أحمر من الجنوب (تونوس ماكويي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.49,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.51,-- سمك الرنجة (كلوبيا هارنغس، كلوبيا بالاسي),-- سمك الرنجة (كلوبيا هارنغس، كلوبيا بالاسي),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.53,-- سمك السردين (سردينا بيلكاردوس ومن نوع ساردينوبس)، وساردينيلا (من نوع ساردينيلا)، ورنجه صغيرة أو أسبرط (سبراتوس سبراتوس),-- سمك السردين (سردينا بيلكاردوس ومن نوع ساردينوبس)، وساردينيلا (من نوع ساردينيلا)، ورنجه صغيرة أو أسبرط (سبراتوس سبراتوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.54,-- سمك الإسقمري (سكومبر سكمبروس، سكومبر اوسترالاسيكوس، سكومبر جابونيكوس),-- سمك الإسقمري (سكومبر سكمبروس، سكومبر اوسترالاسيكوس، سكومبر جابونيكوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.55,-- سمك جاك واسقمري الحصان (من نوع تراتشوروس),-- سمك جاك واسقمري الحصان (من نوع تراتشوروس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.56,-- سمك كوبيا (راتشيسينترون كانادوم),-- سمك كوبيا (راتشيسينترون كانادوم),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.57,-- سمك سيف (زيفياس غلاديوس),-- سمك سيف (زيفياس غلاديوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.59,-- غيرها,-- غيرها,5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.63,-- سمك القد (غادوس موريا، غادوس أوجاك، غادوس ماكروسيفالوس),-- سمك القد (غادوس موريا، غادوس أوجاك، غادوس ماكروسيفالوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.64,-- سمك الحدوق (ميلانوغراموس ايغليفينوس),-- سمك الحدوق (ميلانوغراموس ايغليفينوس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
0303.65,-- سمك الفحم (الأسود) (بولاتشيوس فيرنس),-- سمك الفحم (الأسود) (بولاتشيوس فيرنس),5 %,0 %,03,أسماك وقشريات ورخويات,01,حيوانات ومنتجات حيوانية
